"ogc_fid","trip_count","wkb_geometry"
2035,19,"MULTIPOLYGON (((584794.7321882066 4507741.483467864, 584787.2689934612 4507725.100274373, 584780.9931906748 4507715.142106564, 584755.7575210871 4507658.854710299, 584733.1239760711 4507608.144361596, 584709.483863373 4507561.405571671, 584675.3616753563 4507500.035961737, 584672.8479623052 4507495.391962268, 584671.1272229764 4507492.946261134, 584669.34296893 4507490.546222776, 584665.3823785413 4507485.691671308, 584661.1379545982 4507481.083221378, 584656.6249572316 4507476.7374418955, 584650.994480985 4507471.982749164, 584645.0428707505 4507467.636751027, 584638.7997324298 4507463.721066336, 584632.2961221098 4507460.255173393, 584595.2747145547 4507438.400402699, 584584.8525046975 4507433.034238062, 584575.3876684866 4507428.498798977, 584557.898458279 4507419.319522346, 584541.8745839495 4507416.202886681, 584449.6066727445 4507397.785673787, 584412.2837724813 4507387.354329009, 584394.494827973 4507382.538239746, 584390.4113393966 4507381.418139268, 584390.1477723579 4507383.353990082, 584386.8902115503 4507407.279560128, 584359.1202722687 4507432.88994699, 584332.7566352198 4507453.271706969, 584382.9824493446 4507478.5485415105, 584400.9600902703 4507545.893781431, 584425.7984762908 4507530.044453024, 584418.6393300538 4507619.336118486, 584396.3398409635 4507632.505816474, 584413.8216919652 4507663.783315527, 584450.2066175188 4507734.010481888, 584467.2749722529 4507772.41642324, 584507.0424246889 4507860.118849872, 584518.2474781472 4507884.720503165, 584579.8972612235 4507835.382683747, 584650.0581107335 4507804.477307519, 584716.2099627797 4507774.880969387, 584794.7321882066 4507741.483467864)))"
52,19,"MULTIPOLYGON (((585299.1576383513 4511193.885735775, 585261.9179000387 4511124.96343483, 585224.9244803628 4511055.819256859, 585187.4454663402 4510986.618373832, 585150.2204763265 4510917.555927909, 584908.5819456871 4511048.153562654, 584844.7108665906 4511082.765270417, 584667.5903351741 4511178.746483079, 584704.9649273354 4511247.743676015, 584742.2138917159 4511316.625362909, 584779.256605556 4511385.090827317, 584816.4878793895 4511454.293392446, 585057.4216552116 4511323.612920037, 585299.1576383513 4511193.885735775)))"
134,19,"MULTIPOLYGON (((588676.6026203117 4517456.927889696, 588638.7101035927 4517386.392021517, 588598.0236130494 4517310.834652388, 588556.2281112006 4517233.542808618, 588538.6053273081 4517201.045319534, 588535.9437373216 4517196.137340702, 588519.1331709678 4517165.137593759, 588513.2795250689 4517168.2941479245, 588390.0240628602 4517234.77103713, 588356.0226817601 4517253.108853741, 588287.9000890274 4517289.280654491, 588277.9053750357 4517295.155321008, 588271.6382857304 4517298.533991922, 588257.5158119153 4517306.147342945, 588150.0664616732 4517364.073343253, 588142.9158558192 4517367.92821086, 588078.1286470206 4517402.855009965, 588036.3806587298 4517425.361313808, 588074.2195427793 4517495.662823475, 588115.0181333346 4517571.131275306, 588155.7875126484 4517646.782591308, 588193.6276354173 4517716.989929596, 588334.2405179589 4517641.540716295, 588428.5331709312 4517590.365602233, 588435.1393510483 4517586.795770338, 588441.9133486011 4517583.152841904, 588671.5547791244 4517459.642694533, 588676.6026203117 4517456.927889696)))"
9,19,"MULTIPOLYGON (((586512.8872253565 4508655.258728104, 586485.1710421509 4508604.833509399, 586481.889117697 4508598.862547236, 586476.524483835 4508589.102541008, 586471.4781546611 4508579.713286857, 586463.5304444357 4508564.9257924585, 586457.5598850397 4508553.817038193, 586444.3420948625 4508529.224044654, 586439.7045764009 4508520.595611194, 586413.7753204465 4508471.469686033, 586405.4865213311 4508455.688989694, 586293.775556637 4508515.995522687, 586287.9122254552 4508519.160270261, 586282.4439863202 4508522.111758809, 586276.5796076617 4508525.277033661, 586271.5197833733 4508528.008216983, 586266.333753577 4508530.807319049, 586260.7746953447 4508533.807804616, 586255.4215661178 4508536.697217933, 586249.7684306693 4508539.74861647, 586244.4369531602 4508542.626391385, 586239.5985008555 4508545.237843425, 586234.4859218107 4508547.997495881, 586228.9574049591 4508550.981515227, 586223.8347227923 4508553.7464090325, 586218.715669796 4508556.509465594, 586213.4650014999 4508559.34348532, 586202.525153915 4508565.248430592, 586169.5607394841 4508582.921180506, 586164.8538375943 4508585.444537927, 586159.7299649807 4508588.191506447, 586154.9281295765 4508590.765841497, 586150.3162156385 4508593.238351816, 586076.0514754863 4508633.0526977405, 586069.242566393 4508636.704422455, 586002.6815217141 4508672.401734193, 586037.4076676767 4508737.353058778, 586074.9315177051 4508804.935510319, 586087.3302334442 4508828.720116035, 586093.9057589213 4508841.334152849, 586110.0264677315 4508872.258792282, 586310.273299385 4508764.440688151, 586386.7208629925 4508723.245659668, 586454.3539557913 4508686.800398196, 586512.8872253565 4508655.258728104)))"
843,18,"MULTIPOLYGON (((590327.29268913 4516646.701836847, 590324.957783663 4516641.912400574, 590306.5676375452 4516608.107296854, 590294.0005871224 4516584.464937485, 590288.803861116 4516574.68842934, 590278.1636694387 4516555.28557906, 590280.9251753996 4516553.085585227, 590280.1846800268 4516551.56245329, 590283.7434203234 4516549.581443577, 590281.8503632734 4516545.771816305, 590277.1969511134 4516547.739171079, 590276.0443157176 4516545.452619137, 590274.7788534738 4516545.691175622, 590273.0489588209 4516542.303138873, 590274.4919760597 4516541.308872768, 590262.2539683694 4516517.972674971, 590258.9557363425 4516519.282766705, 590251.6151353354 4516505.896114594, 590232.954006649 4516492.084343423, 590174.8884409915 4516449.811797859, 590148.6675776975 4516430.783086633, 590129.381584895 4516416.531428298, 590118.116162964 4516408.202920458, 590111.2540045134 4516403.007750665, 590099.9669334282 4516394.384012265, 590094.211430942 4516389.986462966, 590071.4341916713 4516372.759641986, 590058.2218230765 4516363.501011728, 590055.7690318914 4516361.7814203845, 590044.5679028437 4516354.0454954915, 590027.4546024789 4516340.738352675, 590008.2574733392 4516325.524942986, 589996.6364589374 4516316.386980887, 589994.5096800845 4516314.714313664, 589976.6601855172 4516300.5866793655, 589956.3914953045 4516281.166995437, 589943.048391111 4516268.569837569, 589927.860118098 4516253.820611408, 589910.9879286112 4516237.963495664, 589905.3081864077 4516232.415650222, 589891.1148787868 4516219.289546355, 589872.049152807 4516202.345812196, 589845.7419184127 4516178.207336709, 589843.2607348011 4516180.773584262, 589841.1741329987 4516182.922388477, 589838.551614883 4516185.514625653, 589833.8181609694 4516190.4715127945, 589829.8042542025 4516194.405889923, 589825.552114826 4516198.713329754, 589816.2391751759 4516209.430914647, 589803.426401886 4516195.01276817, 589698.1417772269 4516256.098384149, 589617.9431108258 4516300.854729733, 589657.4745776419 4516374.444689539, 589665.7171814452 4516389.680720419, 589670.3807148308 4516398.301141543, 589682.5315509333 4516420.761738434, 589688.4638022125 4516431.726890613, 589694.2369956973 4516442.398183878, 589696.9079704529 4516447.169572164, 589702.6465686127 4516457.806657905, 589705.9738565118 4516463.974057609, 589710.9298239205 4516473.160535413, 589717.515694016 4516485.368095598, 589722.3874944928 4516494.398440549, 589725.7207552309 4516500.577012681, 589728.3891228696 4516505.523167701, 589731.4291599232 4516511.157548593, 589742.2419009376 4516531.204779652, 589745.062324247 4516536.434112914, 589763.1462598921 4516569.962699914, 589765.36650939 4516574.0792035265, 589768.4525869102 4516579.800968927, 589809.8192191762 4516657.316170563, 589850.9447245543 4516732.774572625, 589888.6138856179 4516803.093915977, 589927.0857038492 4516872.679849997, 590117.9075524161 4516770.082064271, 590284.8640320277 4516679.873280871, 590302.6066867182 4516667.268583641, 590308.086531172 4516663.2290422255, 590312.1537608901 4516659.969087041, 590324.8533637733 4516648.723640769, 590327.29268913 4516646.701836847)))"
129,18,"MULTIPOLYGON (((589485.5991569695 4518302.222419085, 589446.2842266472 4518229.830585922, 589408.7679176526 4518159.720746391, 589371.2534381623 4518090.062975708, 589333.5285930301 4518020.3466290515, 589295.8320805832 4517950.95363056, 589258.3767800231 4517881.183524686, 588991.3637970823 4518025.017611464, 588984.7758284549 4518028.5666141445, 589022.3883900633 4518098.30448766, 589059.8571323846 4518167.939924721, 589097.6469539187 4518237.737743611, 589122.909984673 4518284.777887397, 589135.0946312525 4518307.465848786, 589172.3186982765 4518377.427402035, 589211.2177659165 4518448.140755116, 589217.0145904173 4518445.057625282, 589485.5991569695 4518302.222419085)))"
135,17,"MULTIPOLYGON (((588827.4507887285 4517737.20051986, 588790.1681765855 4517667.283511315, 588752.112899027 4517597.264649682, 588741.9692055109 4517578.46981523, 588729.2966952918 4517554.989508745, 588714.1471678402 4517526.927993866, 588676.6026203117 4517456.927889696, 588671.5547791244 4517459.642694533, 588441.9133486011 4517583.152841904, 588435.1393510483 4517586.795770338, 588428.5331709312 4517590.365602233, 588334.2405179589 4517641.540716295, 588193.6276354173 4517716.989929596, 588231.5268618217 4517787.180768434, 588269.2575116241 4517857.350874023, 588307.1801672911 4517927.673091324, 588317.3094627892 4517946.637173132, 588344.7335099966 4517997.78011862, 588579.1465937218 4517871.491189012, 588586.3209868444 4517867.62599461, 588594.3506696873 4517863.282605915, 588822.996299041 4517739.610163287, 588827.4507887285 4517737.20051986)))"
2312,16,"MULTIPOLYGON (((588782.4060818057 4519964.442359389, 588742.1381438639 4519889.386387304, 588701.4351682145 4519814.522207105, 588663.9193758279 4519744.907155153, 588626.5431188273 4519674.987954653, 588568.2085917001 4519706.455859085, 588393.2886747433 4519800.537335114, 588384.9596051762 4519804.828319451, 588376.4115890114 4519809.389599752, 588229.4082296258 4519892.07741857, 588223.3422483117 4519895.963280749, 588220.1853419582 4519900.138245198, 588180.9726691067 4519917.430359951, 588169.1315095547 4519925.12025399, 588127.5640615151 4519948.851224259, 588122.4506076941 4519952.410565014, 588116.5837276477 4519955.385663063, 588090.2959315601 4519968.163502029, 587910.9103261069 4520058.83162177, 587925.5745753605 4520088.845281822, 587951.8947336227 4520076.195749041, 588003.8396827395 4520181.583887603, 588013.7874727614 4520176.929563532, 588013.5238811898 4520176.455623997, 588011.855655778 4520173.4493335085, 588112.36605042 4520123.947237398, 588140.5157694499 4520180.345286768, 588153.7019881406 4520174.184277259, 588160.0607682415 4520186.771887586, 588160.0706232395 4520186.790041272, 588161.9992735193 4520190.399500719, 588228.2413040724 4520114.7130178325, 588233.3245469899 4520110.909925497, 588240.4080475438 4520110.978744855, 588289.7755263449 4520116.245177511, 588294.5259053579 4520116.5603432525, 588299.2861063066 4520116.4834173415, 588304.0238212782 4520116.014921871, 588308.7068572645 4520115.158038383, 588313.3034677942 4520113.918583886, 588317.7824552499 4520112.304970661, 588363.8316834815 4520089.907452044, 588368.1283183676 4520087.582034767, 588371.7386991547 4520085.7226939155, 588384.0600141669 4520100.536993175, 588429.5723885045 4520155.258225745, 588532.8815856861 4520099.249854242, 588541.4361468867 4520094.467600609, 588549.748040217 4520090.016563604, 588782.4060818057 4519964.442359389)))"
15,16,"MULTIPOLYGON (((585412.8892986663 4508492.649649543, 585408.910208323 4508484.121652115, 585387.7551814441 4508404.616925077, 585384.7260117871 4508393.2327047605, 585372.9838835642 4508349.103294594, 585364.545357785 4508352.580245859, 585313.2811826296 4508223.567724799, 585247.5422827726 4508250.073658769, 585173.2031656675 4508278.273074045, 585111.1313253209 4508302.062177061, 585069.282002039 4508317.911725104, 585007.4836942961 4508341.3148576375, 585001.6714209308 4508343.54643201, 585015.0802823958 4508393.299603884, 585016.9148048579 4508400.106514378, 585023.3163136011 4508423.859200894, 585036.9340471051 4508475.713359243, 585074.153581814 4508613.449179279, 585076.5290387999 4508622.312069137, 585082.5727932637 4508619.951917346, 585110.857409372 4508608.956974254, 585182.4552323876 4508581.13672707, 585189.3830447709 4508578.462292934, 585210.511751646 4508569.7810567105, 585274.1784941182 4508545.709078347, 585348.9411440926 4508518.596235913, 585402.8595584319 4508496.602674042, 585412.8892986663 4508492.649649543)))"
1983,16,"MULTIPOLYGON (((585964.383941406 4506568.316505888, 585957.155568769 4506568.128860596, 585959.8468269133 4506599.206154905, 586077.9273919632 4506609.107861063, 586078.612741174 4506597.857416311, 585970.162669084 4506589.880401004, 585968.0866714729 4506569.323424279, 585964.383941406 4506568.316505888)), ((585851.9882415658 4507016.488433271, 585779.9443672103 4507006.527515473, 585765.3068656796 4507112.394548182, 585764.4266929489 4507117.87009183, 585763.5455806167 4507123.344843613, 585762.7304829248 4507127.943327759, 585760.9865087487 4507138.684897194, 585753.4454299761 4507197.080846815, 585747.0361716902 4507249.115046028, 585737.9477438782 4507321.994046533, 585731.0393240823 4507377.369496693, 585730.4189756922 4507382.341974, 585727.959418836 4507402.056910235, 585722.2891153273 4507480.709300328, 585711.2977321222 4507487.124570196, 585701.9982245126 4507555.395092988, 585755.7535198091 4507561.621701052, 585889.6735525588 4507575.020594251, 585936.2063286273 4507582.883208607, 585945.8268903164 4507584.508824737, 586014.0379803397 4507558.990718324, 586041.2604250982 4507549.646905604, 586075.606713433 4507537.858018128, 586157.2263592533 4507506.392098322, 586214.2727191978 4507483.631233625, 586235.9928950882 4507475.341585456, 586319.7909295782 4507443.358593913, 586358.7762478238 4507428.888961083, 586376.3005499492 4507421.8232302135, 586382.0447169722 4507419.922165651, 586387.789026716 4507418.020005311, 586398.4014858676 4507414.421142566, 586496.0764616608 4507378.982458317, 586489.4432933574 4507358.323963668, 586483.3895018251 4507342.280878223, 586479.9255301936 4507337.785476988, 586467.9861841729 4507304.167655595, 586458.3368289468 4507280.783410537, 586452.0027091688 4507268.470229697, 586448.3111577786 4507261.293991234, 586434.8735108324 4507239.0692552915, 586426.0176659776 4507226.065631288, 586411.705451226 4507207.812685247, 586406.2212887465 4507201.194787474, 586392.4046673559 4507186.72372775, 586366.9711130618 4507161.374641441, 586350.7126238197 4507146.419736259, 586342.3726233847 4507139.147375913, 586335.7938397896 4507134.0105977245, 586327.6291320857 4507129.602536169, 586320.6551438791 4507126.327656501, 586312.0586060076 4507123.409355584, 586305.8471862124 4507122.342738179, 586296.0672966487 4507121.318429836, 586275.4669552068 4507119.310769927, 586261.9202305896 4507117.991208524, 586227.0865575771 4507114.434209581, 586225.5406301377 4507114.276689698, 586218.5461562917 4507113.582364246, 586155.572390406 4507107.328257508, 586134.7278003898 4507105.244871567, 586130.2473351079 4507104.902547937, 586130.8154903427 4507096.886462374, 586115.6637104577 4507095.357635258, 586050.1857427852 4507088.335876416, 586054.1268672375 4507044.846370505, 585901.0913645703 4507023.277570794, 585851.9882415658 4507016.488433271)))"
2,16,"MULTIPOLYGON (((585779.9443672103 4507006.527515473, 585606.7026621407 4506982.575557231, 585600.9439432498 4507088.663928204, 585600.8429914969 4507090.423121713, 585600.4577183912 4507097.129062543, 585600.0983244381 4507102.262656662, 585599.3001887556 4507110.45864588, 585587.6223471857 4507229.337758295, 585586.6054125971 4507238.262161404, 585580.9668457813 4507287.743768958, 585574.8481490565 4507341.444271683, 585574.0050983801 4507348.84252045, 585573.2737458819 4507355.261239381, 585570.3604293194 4507380.829494291, 585561.5964632542 4507457.037335211, 585558.2767656682 4507462.203847484, 585554.5654718211 4507466.842133857, 585546.9129027012 4507529.003709054, 585548.2737088125 4507537.0207119025, 585658.9459625343 4507550.29684856, 585674.3920260796 4507552.158524294, 585681.6659727596 4507553.031558103, 585701.9982245126 4507555.395092988, 585711.2977321222 4507487.124570196, 585722.2891153273 4507480.709300328, 585727.959418836 4507402.056910235, 585730.4189756922 4507382.341974, 585731.0393240823 4507377.369496693, 585737.9477438782 4507321.994046533, 585747.0361716902 4507249.115046028, 585753.4454299761 4507197.080846815, 585760.9865087487 4507138.684897194, 585762.7304829248 4507127.943327759, 585763.5455806167 4507123.344843613, 585764.4266929489 4507117.87009183, 585765.3068656796 4507112.394548182, 585779.9443672103 4507006.527515473)))"
